date,package,count
2019-08-31,agricolae,240
2019-09-01,agricolae,182
2019-09-02,agricolae,416
2019-09-03,agricolae,509
2019-09-04,agricolae,544
2019-09-05,agricolae,562
2019-09-06,agricolae,462
2019-09-07,agricolae,346
2019-09-08,agricolae,226
2019-09-09,agricolae,622
2019-09-10,agricolae,617
2019-09-11,agricolae,736
2019-09-12,agricolae,571
2019-09-13,agricolae,601
2019-09-14,agricolae,310
2019-09-15,agricolae,296
2019-09-16,agricolae,701
2019-09-17,agricolae,731
2019-09-18,agricolae,807
2019-09-19,agricolae,681
2019-09-20,agricolae,595
2019-09-21,agricolae,341
2019-09-22,agricolae,253
2019-09-23,agricolae,617
2019-09-24,agricolae,649
2019-09-25,agricolae,732
2019-09-26,agricolae,643
2019-09-27,agricolae,498
2019-09-28,agricolae,197
2019-09-29,agricolae,237
2019-09-30,agricolae,568
2019-10-01,agricolae,635
2019-10-02,agricolae,737
2019-10-03,agricolae,609
2019-10-04,agricolae,448
2019-10-05,agricolae,249
2019-10-06,agricolae,254
2019-10-07,agricolae,795
2019-10-08,agricolae,698
2019-10-09,agricolae,929
2019-10-10,agricolae,760
2019-10-11,agricolae,644
2019-10-12,agricolae,360
2019-10-13,agricolae,303
2019-10-14,agricolae,704
2019-10-15,agricolae,690
2019-10-16,agricolae,733
2019-10-17,agricolae,609
2019-10-18,agricolae,559
2019-10-19,agricolae,269
2019-10-20,agricolae,294
2019-10-21,agricolae,867
2019-10-22,agricolae,836
2019-10-23,agricolae,739
2019-10-24,agricolae,562
2019-10-25,agricolae,522
2019-10-26,agricolae,317
2019-10-27,agricolae,280
2019-10-28,agricolae,712
2019-10-29,agricolae,632
2019-10-30,agricolae,740
2019-10-31,agricolae,641
2019-11-01,agricolae,432
2019-11-02,agricolae,322
2019-11-03,agricolae,294
2019-11-04,agricolae,672
2019-11-05,agricolae,735
2019-11-06,agricolae,772
2019-11-07,agricolae,586
2019-11-08,agricolae,519
2019-11-09,agricolae,249
2019-11-10,agricolae,318
2019-11-11,agricolae,599
2019-11-12,agricolae,750
2019-11-13,agricolae,680
2019-11-14,agricolae,662
2019-11-15,agricolae,594
2019-11-16,agricolae,328
2019-11-17,agricolae,356
2019-11-18,agricolae,629
2019-11-19,agricolae,713
2019-11-20,agricolae,662
2019-11-21,agricolae,617
2019-11-22,agricolae,515
2019-11-23,agricolae,287
2019-11-24,agricolae,254
2019-11-25,agricolae,529
2019-11-26,agricolae,762
2019-11-27,agricolae,703
2019-11-28,agricolae,636
2019-11-29,agricolae,445
2019-11-30,agricolae,282
2019-12-01,agricolae,284
2019-12-02,agricolae,662
2019-12-03,agricolae,749
2019-12-04,agricolae,666
2019-12-05,agricolae,542
2019-12-06,agricolae,496
2019-12-07,agricolae,249
2019-12-08,agricolae,281
2019-12-09,agricolae,606
2019-12-10,agricolae,578
2019-12-11,agricolae,561
2019-12-12,agricolae,538
2019-12-13,agricolae,402
2019-12-14,agricolae,223
2019-12-15,agricolae,213
2019-12-16,agricolae,497
2019-12-17,agricolae,591
2019-12-18,agricolae,488
2019-12-19,agricolae,450
2019-12-20,agricolae,375
2019-12-21,agricolae,185
2019-12-22,agricolae,171
2019-12-23,agricolae,318
2019-12-24,agricolae,184
2019-12-25,agricolae,160
2019-12-26,agricolae,225
2019-12-27,agricolae,162
2019-12-28,agricolae,136
2019-12-29,agricolae,139
2019-12-30,agricolae,221
2019-12-31,agricolae,187
2020-01-01,agricolae,169
2020-01-02,agricolae,235
2020-01-03,agricolae,304
2020-01-04,agricolae,184
2020-01-05,agricolae,218
2020-01-06,agricolae,445
2020-01-07,agricolae,441
2020-01-08,agricolae,470
2020-01-09,agricolae,369
2020-01-10,agricolae,341
2020-01-11,agricolae,190
2020-01-12,agricolae,209
2020-01-13,agricolae,432
2020-01-14,agricolae,426
2020-01-15,agricolae,439
2020-01-16,agricolae,473
2020-01-17,agricolae,326
2020-01-18,agricolae,180
2020-01-19,agricolae,267
2020-01-20,agricolae,767
2020-01-21,agricolae,681
2020-01-22,agricolae,651
2020-01-23,agricolae,672
2020-01-24,agricolae,585
2020-01-25,agricolae,245
2020-01-26,agricolae,218
2020-01-27,agricolae,573
2020-01-28,agricolae,571
2020-01-29,agricolae,624
2020-01-30,agricolae,513
2020-01-31,agricolae,507
2020-02-01,agricolae,235
2020-02-02,agricolae,222
2020-02-03,agricolae,502
2020-02-04,agricolae,553
2020-02-05,agricolae,626
2020-02-06,agricolae,664
2020-02-07,agricolae,537
2020-02-08,agricolae,235
2020-02-09,agricolae,257
2020-02-10,agricolae,683
2020-02-11,agricolae,633
2020-02-12,agricolae,714
2020-02-13,agricolae,685
2020-02-14,agricolae,491
2020-02-15,agricolae,255
2020-02-16,agricolae,307
2020-02-17,agricolae,638
2020-02-18,agricolae,796
2020-02-19,agricolae,837
2020-02-20,agricolae,632
2020-02-21,agricolae,475
2020-02-22,agricolae,273
2020-02-23,agricolae,324
2020-02-24,agricolae,627
2020-02-25,agricolae,571
2020-02-26,agricolae,603
2020-02-27,agricolae,566
2020-02-28,agricolae,552
2020-02-29,agricolae,81
2020-03-01,agricolae,270
2020-03-02,agricolae,678
2020-03-03,agricolae,722
2020-03-04,agricolae,693
2020-03-05,agricolae,652
2020-03-06,agricolae,601
2020-03-07,agricolae,264
2020-03-08,agricolae,281
2020-03-09,agricolae,725
2020-03-10,agricolae,658
2020-03-11,agricolae,635
2020-03-12,agricolae,594
2020-03-13,agricolae,483
2020-03-14,agricolae,282
2020-03-15,agricolae,229
2020-03-16,agricolae,429
2020-03-17,agricolae,476
2020-03-18,agricolae,514
2020-03-19,agricolae,452
2020-03-20,agricolae,488
2020-03-21,agricolae,287
2020-03-22,agricolae,264
2020-03-23,agricolae,461
2020-03-24,agricolae,533
2020-03-25,agricolae,527
2020-03-26,agricolae,554
2020-03-27,agricolae,425
2020-03-28,agricolae,279
2020-03-29,agricolae,285
2020-03-30,agricolae,546
2020-03-31,agricolae,631
2020-04-01,agricolae,613
2020-04-02,agricolae,542
2020-04-03,agricolae,419
2020-04-04,agricolae,249
2020-04-05,agricolae,218
2020-04-06,agricolae,503
2020-04-07,agricolae,650
2020-04-08,agricolae,524
2020-04-09,agricolae,415
2020-04-10,agricolae,361
2020-04-11,agricolae,284
2020-04-12,agricolae,275
2020-04-13,agricolae,498
2020-04-14,agricolae,558
2020-04-15,agricolae,525
2020-04-16,agricolae,432
2020-04-17,agricolae,481
2020-04-18,agricolae,254
2020-04-19,agricolae,310
2020-04-20,agricolae,406
2020-04-21,agricolae,496
2020-04-22,agricolae,544
2020-04-23,agricolae,609
2020-04-24,agricolae,577
2020-04-25,agricolae,484
2020-04-26,agricolae,414
2020-04-27,agricolae,708
2020-04-28,agricolae,612
2020-04-29,agricolae,710
2020-04-30,agricolae,582
2020-05-01,agricolae,392
2020-05-02,agricolae,380
2020-05-03,agricolae,358
2020-05-04,agricolae,572
2020-05-05,agricolae,549
2020-05-06,agricolae,560
2020-05-07,agricolae,517
2020-05-08,agricolae,447
2020-05-09,agricolae,387
2020-05-10,agricolae,310
2020-05-11,agricolae,491
2020-05-12,agricolae,553
2020-05-13,agricolae,613
2020-05-14,agricolae,513
2020-05-15,agricolae,466
2020-05-16,agricolae,356
2020-05-17,agricolae,332
2020-05-18,agricolae,551
2020-05-19,agricolae,611
2020-05-20,agricolae,668
2020-05-21,agricolae,560
2020-05-22,agricolae,479
2020-05-23,agricolae,303
2020-05-24,agricolae,330
2020-05-25,agricolae,418
2020-05-26,agricolae,507
2020-05-27,agricolae,636
2020-05-28,agricolae,618
2020-05-29,agricolae,557
2020-05-30,agricolae,350
2020-05-31,agricolae,367
2020-06-01,agricolae,565
2020-06-02,agricolae,453
2020-06-03,agricolae,557
2020-06-04,agricolae,451
2020-06-05,agricolae,518
2020-06-06,agricolae,341
2020-06-07,agricolae,540
2020-06-08,agricolae,949
2020-06-09,agricolae,820
2020-06-10,agricolae,857
2020-06-11,agricolae,627
2020-06-12,agricolae,662
2020-06-13,agricolae,369
2020-06-14,agricolae,401
2020-06-15,agricolae,628
2020-06-16,agricolae,733
2020-06-17,agricolae,663
2020-06-18,agricolae,588
2020-06-19,agricolae,582
2020-06-20,agricolae,309
2020-06-21,agricolae,335
2020-06-22,agricolae,546
2020-06-23,agricolae,582
2020-06-24,agricolae,637
2020-06-25,agricolae,471
2020-06-26,agricolae,555
2020-06-27,agricolae,331
2020-06-28,agricolae,372
2020-06-29,agricolae,481
2020-06-30,agricolae,516
2020-07-01,agricolae,493
2020-07-02,agricolae,558
2020-07-03,agricolae,456
2020-07-04,agricolae,332
2020-07-05,agricolae,232
2020-07-06,agricolae,396
2020-07-07,agricolae,458
2020-07-08,agricolae,500
2020-07-09,agricolae,450
2020-07-10,agricolae,452
2020-07-11,agricolae,248
2020-07-12,agricolae,268
2020-07-13,agricolae,483
2020-07-14,agricolae,437
2020-07-15,agricolae,465
2020-07-16,agricolae,406
2020-07-17,agricolae,367
2020-07-18,agricolae,219
2020-07-19,agricolae,277
2020-07-20,agricolae,496
2020-07-21,agricolae,455
2020-07-22,agricolae,504
2020-07-23,agricolae,419
2020-07-24,agricolae,356
2020-07-25,agricolae,236
2020-07-26,agricolae,246
2020-07-27,agricolae,388
2020-07-28,agricolae,463
2020-07-29,agricolae,422
2020-07-30,agricolae,448
2020-07-31,agricolae,300
2020-08-01,agricolae,213
2020-08-02,agricolae,170
2020-08-03,agricolae,414
2020-08-04,agricolae,464
2020-08-05,agricolae,465
2020-08-06,agricolae,419
2020-08-07,agricolae,372
2020-08-08,agricolae,285
2020-08-09,agricolae,216
2020-08-10,agricolae,414
2020-08-11,agricolae,461
2020-08-12,agricolae,451
2020-08-13,agricolae,452
2020-08-14,agricolae,406
2020-08-15,agricolae,223
2020-08-16,agricolae,217
2020-08-17,agricolae,415
2020-08-18,agricolae,498
2020-08-19,agricolae,471
2020-08-20,agricolae,385
2020-08-21,agricolae,389
2020-08-22,agricolae,255
2020-08-23,agricolae,216
2020-08-24,agricolae,457
2020-08-25,agricolae,464
2020-08-26,agricolae,528
2020-08-27,agricolae,461
2020-08-28,agricolae,362
2020-08-29,agricolae,315
2020-08-30,agricolae,259
2020-08-31,agricolae,453
2020-09-01,agricolae,533
2020-09-02,agricolae,548
2020-09-03,agricolae,571
2020-09-04,agricolae,506
2020-09-05,agricolae,253
2020-09-06,agricolae,236
2020-09-07,agricolae,617
2020-09-08,agricolae,615
2020-09-09,agricolae,656
2020-09-10,agricolae,652
2020-09-11,agricolae,404
2020-09-12,agricolae,282
2020-09-13,agricolae,266
2020-09-14,agricolae,540
2020-09-15,agricolae,585
2020-09-16,agricolae,685
2020-09-17,agricolae,657
2020-09-18,agricolae,507
2020-09-19,agricolae,235
2020-09-20,agricolae,276
2020-09-21,agricolae,520
2020-09-22,agricolae,597
2020-09-23,agricolae,632
2020-09-24,agricolae,581
2020-09-25,agricolae,476
2020-09-26,agricolae,304
2020-09-27,agricolae,340
2020-09-28,agricolae,583
2020-09-29,agricolae,581
2020-09-30,agricolae,646
2020-10-01,agricolae,549
2020-10-02,agricolae,531
2020-10-03,agricolae,320
2020-10-04,agricolae,330
2020-10-05,agricolae,607
2020-10-06,agricolae,649
2020-10-07,agricolae,704
2020-10-08,agricolae,634
2020-10-09,agricolae,663
2020-10-10,agricolae,344
2020-10-11,agricolae,323
2020-10-12,agricolae,517
2020-10-13,agricolae,674
2020-10-14,agricolae,670
2020-10-15,agricolae,585
2020-10-16,agricolae,623
2020-10-17,agricolae,367
2020-10-18,agricolae,386
2020-10-19,agricolae,651
2020-10-20,agricolae,586
2020-10-21,agricolae,660
2020-10-22,agricolae,616
2020-10-23,agricolae,589
2020-10-24,agricolae,341
2020-10-25,agricolae,291
2020-10-26,agricolae,645
2020-10-27,agricolae,657
2020-10-28,agricolae,644
2020-10-29,agricolae,577
2020-10-30,agricolae,531
2020-10-31,agricolae,344
2020-11-01,agricolae,370
2020-11-02,agricolae,598
2020-11-03,agricolae,606
2020-11-04,agricolae,665
2020-11-05,agricolae,729
2020-11-06,agricolae,609
2020-11-07,agricolae,378
2020-11-08,agricolae,421
2020-11-09,agricolae,663
2020-11-10,agricolae,689
2020-11-11,agricolae,628
2020-11-12,agricolae,677
2020-11-13,agricolae,571
2020-11-14,agricolae,363
2020-11-15,agricolae,405
2020-11-16,agricolae,674
2020-11-17,agricolae,585
2020-11-18,agricolae,659
2020-11-19,agricolae,621
2020-11-20,agricolae,560
2020-11-21,agricolae,355
2020-11-22,agricolae,368
2020-11-23,agricolae,638
2020-11-24,agricolae,737
2020-11-25,agricolae,627
2020-11-26,agricolae,558
2020-11-27,agricolae,546
2020-11-28,agricolae,378
2020-11-29,agricolae,354
2020-11-30,agricolae,474
2020-12-01,agricolae,601
2020-12-02,agricolae,651
2020-12-03,agricolae,680
2020-12-04,agricolae,538
2020-12-05,agricolae,276
2020-12-06,agricolae,364
2020-12-07,agricolae,597
2020-12-08,agricolae,574
2020-12-09,agricolae,564
2020-12-10,agricolae,548
2020-12-11,agricolae,420
2020-12-12,agricolae,303
2020-12-13,agricolae,307
2020-12-14,agricolae,519
2020-12-15,agricolae,462
2020-12-16,agricolae,513
2020-12-17,agricolae,468
2020-12-18,agricolae,362
2020-12-19,agricolae,312
2020-12-20,agricolae,187
2020-12-21,agricolae,381
2020-12-22,agricolae,400
2020-12-23,agricolae,440
2020-12-24,agricolae,324
2020-12-25,agricolae,131
2020-12-26,agricolae,167
2020-12-27,agricolae,189
2020-12-28,agricolae,289
2020-12-29,agricolae,295
2020-12-30,agricolae,286
2020-12-31,agricolae,207
2021-01-01,agricolae,138
2021-01-02,agricolae,164
2021-01-03,agricolae,169
2021-01-04,agricolae,383
2021-01-05,agricolae,347
2021-01-06,agricolae,415
2021-01-07,agricolae,406
2021-01-08,agricolae,318
2021-01-09,agricolae,235
2021-01-10,agricolae,208
2021-01-11,agricolae,373
2021-01-12,agricolae,428
2021-01-13,agricolae,490
2021-01-14,agricolae,418
2021-01-15,agricolae,429
2021-01-16,agricolae,260
2021-01-17,agricolae,234
2021-01-18,agricolae,400
2021-01-19,agricolae,417
2021-01-20,agricolae,445
2021-01-21,agricolae,379
2021-01-22,agricolae,355
2021-01-23,agricolae,194
2021-01-24,agricolae,216
2021-01-25,agricolae,376
2021-01-26,agricolae,413
2021-01-27,agricolae,444
2021-01-28,agricolae,382
2021-01-29,agricolae,413
2021-01-30,agricolae,204
2021-01-31,agricolae,214
2021-02-01,agricolae,426
2021-02-02,agricolae,458
2021-02-03,agricolae,485
2021-02-04,agricolae,416
2021-02-05,agricolae,430
2021-02-06,agricolae,250
2021-02-07,agricolae,228
2021-02-08,agricolae,487
2021-02-09,agricolae,445
2021-02-10,agricolae,465
2021-02-11,agricolae,423
2021-02-12,agricolae,388
2021-02-13,agricolae,261
2021-02-14,agricolae,209
2021-02-15,agricolae,509
2021-02-16,agricolae,450
2021-02-17,agricolae,462
2021-02-18,agricolae,455
2021-02-19,agricolae,383
2021-02-20,agricolae,238
2021-02-21,agricolae,259
2021-02-22,agricolae,467
2021-02-23,agricolae,499
2021-02-24,agricolae,581
2021-02-25,agricolae,519
2021-02-26,agricolae,478
2021-02-27,agricolae,320
2021-02-28,agricolae,281
2021-03-01,agricolae,512
2021-03-02,agricolae,581
2021-03-03,agricolae,587
2021-03-04,agricolae,557
2021-03-05,agricolae,422
2021-03-06,agricolae,261
2021-03-07,agricolae,278
2021-03-08,agricolae,479
2021-03-09,agricolae,655
2021-03-10,agricolae,741
2021-03-11,agricolae,572
2021-03-12,agricolae,478
2021-03-13,agricolae,270
2021-03-14,agricolae,305
2021-03-15,agricolae,649
2021-03-16,agricolae,569
2021-03-17,agricolae,556
2021-03-18,agricolae,625
2021-03-19,agricolae,438
2021-03-20,agricolae,293
2021-03-21,agricolae,312
2021-03-22,agricolae,552
2021-03-23,agricolae,657
2021-03-24,agricolae,749
2021-03-25,agricolae,629
2021-03-26,agricolae,579
2021-03-27,agricolae,335
2021-03-28,agricolae,326
2021-03-29,agricolae,590
2021-03-30,agricolae,630
2021-03-31,agricolae,575
2021-04-01,agricolae,419
2021-04-02,agricolae,427
2021-04-03,agricolae,336
2021-04-04,agricolae,323
2021-04-05,agricolae,619
2021-04-06,agricolae,626
2021-04-07,agricolae,666
2021-04-08,agricolae,540
2021-04-09,agricolae,524
2021-04-10,agricolae,395
2021-04-11,agricolae,345
2021-04-12,agricolae,606
2021-04-13,agricolae,540
2021-04-14,agricolae,575
2021-04-15,agricolae,585
2021-04-16,agricolae,539
2021-04-17,agricolae,333
2021-04-18,agricolae,355
2021-04-19,agricolae,502
2021-04-20,agricolae,672
2021-04-21,agricolae,677
2021-04-22,agricolae,614
2021-04-23,agricolae,445
2021-04-24,agricolae,352
2021-04-25,agricolae,345
2021-04-26,agricolae,602
2021-04-27,agricolae,563
2021-04-28,agricolae,614
2021-04-29,agricolae,549
2021-04-30,agricolae,459
2021-05-01,agricolae,270
2021-05-02,agricolae,326
2021-05-03,agricolae,569
2021-05-04,agricolae,513
2021-05-05,agricolae,568
2021-05-06,agricolae,559
2021-05-07,agricolae,473
2021-05-08,agricolae,356
2021-05-09,agricolae,456
2021-05-10,agricolae,473
2021-05-11,agricolae,539
2021-05-12,agricolae,515
2021-05-13,agricolae,505
2021-05-14,agricolae,416
2021-05-15,agricolae,272
2021-05-16,agricolae,295
2021-05-17,agricolae,485
2021-05-18,agricolae,703
2021-05-19,agricolae,749
2021-05-20,agricolae,684
2021-05-21,agricolae,624
2021-05-22,agricolae,374
2021-05-23,agricolae,391
2021-05-24,agricolae,568
2021-05-25,agricolae,613
2021-05-26,agricolae,630
2021-05-27,agricolae,620
2021-05-28,agricolae,481
2021-05-29,agricolae,302
2021-05-30,agricolae,335
2021-05-31,agricolae,577
2021-06-01,agricolae,601
2021-06-02,agricolae,572
2021-06-03,agricolae,614
2021-06-04,agricolae,557
2021-06-05,agricolae,308
2021-06-06,agricolae,476
2021-06-07,agricolae,827
2021-06-08,agricolae,800
2021-06-09,agricolae,709
2021-06-10,agricolae,702
2021-06-11,agricolae,621
2021-06-12,agricolae,417
2021-06-13,agricolae,394
2021-06-14,agricolae,616
2021-06-15,agricolae,642
2021-06-16,agricolae,610
2021-06-17,agricolae,598
2021-06-18,agricolae,508
2021-06-19,agricolae,393
2021-06-20,agricolae,305
2021-06-21,agricolae,624
2021-06-22,agricolae,621
2021-06-23,agricolae,538
2021-06-24,agricolae,548
2021-06-25,agricolae,432
2021-06-26,agricolae,299
2021-06-27,agricolae,271
2021-06-28,agricolae,562
2021-06-29,agricolae,465
2021-06-30,agricolae,573
2021-07-01,agricolae,462
2021-07-02,agricolae,401
2021-07-03,agricolae,255
2021-07-04,agricolae,237
2021-07-05,agricolae,416
2021-07-06,agricolae,453
2021-07-07,agricolae,504
2021-07-08,agricolae,470
2021-07-09,agricolae,387
2021-07-10,agricolae,231
2021-07-11,agricolae,253
2021-07-12,agricolae,462
2021-07-13,agricolae,500
2021-07-14,agricolae,525
2021-07-15,agricolae,431
2021-07-16,agricolae,376
2021-07-17,agricolae,232
2021-07-18,agricolae,209
2021-07-19,agricolae,445
2021-07-20,agricolae,435
2021-07-21,agricolae,436
2021-07-22,agricolae,371
2021-07-23,agricolae,338
2021-07-24,agricolae,231
2021-07-25,agricolae,212
2021-07-26,agricolae,444
2021-07-27,agricolae,414
2021-07-28,agricolae,460
2021-07-29,agricolae,422
2021-07-30,agricolae,353
2021-07-31,agricolae,173
2021-08-01,agricolae,206
2021-08-02,agricolae,375
2021-08-03,agricolae,473
2021-08-04,agricolae,540
2021-08-05,agricolae,409
2021-08-06,agricolae,360
2021-08-07,agricolae,205
2021-08-08,agricolae,179
2021-08-09,agricolae,407
2021-08-10,agricolae,466
2021-08-11,agricolae,504
2021-08-12,agricolae,451
2021-08-13,agricolae,392
2021-08-14,agricolae,191
2021-08-15,agricolae,205
2021-08-16,agricolae,447
2021-08-17,agricolae,444
2021-08-18,agricolae,558
2021-08-19,agricolae,602
2021-08-20,agricolae,465
2021-08-21,agricolae,278
2021-08-22,agricolae,237
2021-08-23,agricolae,421
2021-08-24,agricolae,570
2021-08-25,agricolae,517
2021-08-26,agricolae,503
2021-08-27,agricolae,428
2021-08-28,agricolae,232
2021-08-29,agricolae,348
2021-08-30,agricolae,495
2021-08-31,agricolae,619
2021-09-01,agricolae,734
2021-09-02,agricolae,579
2021-09-03,agricolae,462
2021-09-04,agricolae,214
2021-09-05,agricolae,198
2021-09-06,agricolae,434
2021-09-07,agricolae,514
2021-09-08,agricolae,499
2021-09-09,agricolae,528
2021-09-10,agricolae,449
2021-09-11,agricolae,218
2021-09-12,agricolae,254
2021-09-13,agricolae,518
2021-09-14,agricolae,583
2021-09-15,agricolae,610
2021-09-16,agricolae,616
2021-09-17,agricolae,417
2021-09-18,agricolae,264
2021-09-19,agricolae,291
2021-09-20,agricolae,489
2021-09-21,agricolae,567
2021-09-22,agricolae,662
2021-09-23,agricolae,684
2021-09-24,agricolae,556
2021-09-25,agricolae,288
2021-09-26,agricolae,378
2021-09-27,agricolae,612
2021-09-28,agricolae,751
2021-09-29,agricolae,894
2021-09-30,agricolae,817
2021-10-01,agricolae,567
2021-10-02,agricolae,318
2021-10-03,agricolae,306
2021-10-04,agricolae,644
2021-10-05,agricolae,725
2021-10-06,agricolae,855
2021-10-07,agricolae,733
2021-10-08,agricolae,604
2021-10-09,agricolae,369
2021-10-10,agricolae,300
2021-10-11,agricolae,614
2021-10-12,agricolae,653
2021-10-13,agricolae,702
2021-10-14,agricolae,647
2021-10-15,agricolae,795
2021-10-16,agricolae,322
2021-10-17,agricolae,321
2021-10-18,agricolae,668
2021-10-19,agricolae,715
2021-10-20,agricolae,707
2021-10-21,agricolae,656
2021-10-22,agricolae,490
2021-10-23,agricolae,306
2021-10-24,agricolae,341
2021-10-25,agricolae,617
2021-10-26,agricolae,775
2021-10-27,agricolae,814
2021-10-28,agricolae,666
2021-10-29,agricolae,591
2021-10-30,agricolae,355
2021-10-31,agricolae,323
2021-11-01,agricolae,558
2021-11-02,agricolae,754
2021-11-03,agricolae,733
2021-11-04,agricolae,688
2021-11-05,agricolae,548
2021-11-06,agricolae,339
2021-11-07,agricolae,281
2021-11-08,agricolae,699
2021-11-09,agricolae,738
2021-11-10,agricolae,710
2021-11-11,agricolae,615
2021-11-12,agricolae,531
2021-11-13,agricolae,340
2021-11-14,agricolae,377
2021-11-15,agricolae,789
2021-11-16,agricolae,813
2021-11-17,agricolae,720
2021-11-18,agricolae,692
2021-11-19,agricolae,621
2021-11-20,agricolae,393
2021-11-21,agricolae,444
2021-11-22,agricolae,653
2021-11-23,agricolae,723
2021-11-24,agricolae,614
2021-11-25,agricolae,591
2021-11-26,agricolae,483
2021-11-27,agricolae,365
2021-11-28,agricolae,399
2021-11-29,agricolae,629
2021-11-30,agricolae,786
2021-12-01,agricolae,651
2021-12-02,agricolae,640
2021-12-03,agricolae,546
2021-12-04,agricolae,328
2021-12-05,agricolae,358
2021-12-06,agricolae,711
2021-12-07,agricolae,711
2021-12-08,agricolae,665
2021-12-09,agricolae,594
2021-12-10,agricolae,660
2021-12-11,agricolae,323
2021-12-12,agricolae,295
2021-12-13,agricolae,653
2021-12-14,agricolae,634
2021-12-15,agricolae,648
2021-12-16,agricolae,555
2021-12-17,agricolae,427
2021-12-18,agricolae,228
2021-12-19,agricolae,261
2021-12-20,agricolae,417
2021-12-21,agricolae,389
2021-12-22,agricolae,411
2021-12-23,agricolae,332
2021-12-24,agricolae,206
2021-12-25,agricolae,135
2021-12-26,agricolae,161
2021-12-27,agricolae,249
2021-12-28,agricolae,326
2021-12-29,agricolae,309
2021-12-30,agricolae,250
2021-12-31,agricolae,183
2022-01-01,agricolae,160
2022-01-02,agricolae,200
2022-01-03,agricolae,363
2022-01-04,agricolae,427
2022-01-05,agricolae,500
2022-01-06,agricolae,426
2022-01-07,agricolae,379
2022-01-08,agricolae,228
2022-01-09,agricolae,245
2022-01-10,agricolae,456
2022-01-11,agricolae,474
2022-01-12,agricolae,549
2022-01-13,agricolae,464
2022-01-14,agricolae,415
2022-01-15,agricolae,229
2022-01-16,agricolae,252
2022-01-17,agricolae,537
2022-01-18,agricolae,486
2022-01-19,agricolae,451
2022-01-20,agricolae,440
2022-01-21,agricolae,427
2022-01-22,agricolae,207
2022-01-23,agricolae,208
2022-01-24,agricolae,497
2022-01-25,agricolae,479
2022-01-26,agricolae,522
2022-01-27,agricolae,501
2022-01-28,agricolae,386
2022-01-29,agricolae,213
2022-01-30,agricolae,191
2022-01-31,agricolae,417
2022-02-01,agricolae,506
2022-02-02,agricolae,580
2022-02-03,agricolae,530
2022-02-04,agricolae,460
2022-02-05,agricolae,258
2022-02-06,agricolae,253
2022-02-07,agricolae,487
2022-02-08,agricolae,604
2022-02-09,agricolae,722
2022-02-10,agricolae,593
2022-02-11,agricolae,507
2022-02-12,agricolae,317
2022-02-13,agricolae,296
2022-02-14,agricolae,580
2022-02-15,agricolae,571
2022-02-16,agricolae,563
2022-02-17,agricolae,536
2022-02-18,agricolae,545
2022-02-19,agricolae,304
2022-02-20,agricolae,282
2022-02-21,agricolae,675
2022-02-22,agricolae,698
2022-02-23,agricolae,852
2022-02-24,agricolae,786
2022-02-25,agricolae,522
2022-02-26,agricolae,298
2022-02-27,agricolae,252
2022-02-28,agricolae,512
2022-03-01,agricolae,618
